,Artist,Song,lyrics
1154,NF,How Could You Leave Us,-1
1155,G-Eazy;Bebe Rexha,"Me, Myself & I","Oh, it's just me, myself and I
Solo ride until I die
'Cause I got me for life (Yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

And as far as I can see I just need privacy
Plus a whole lot of tree, fuck all this modesty
I just need space to do me get a world that they're tryna see
A Stella Maxwell right beside of me
A Ferrari I'm buyin' three
A closet of Saint Laurent, get what I want when I want
'Cause this hunger is driving me, yeah
I just need to be alone, I just need to be at home
Understand what I'm speaking on, if time is money I need a loan
But regardless I'll always keep keepin' on
Fuck fake friends, we don't take L's we just make M's
While y'all follow, we just make trends
I'm right back to work when that break ends

Oh, it's just me, myself and I
Solo ride until I die
'Cause I got me for life
(Got me for life, yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

I don't need anything to get me through the night
Except the beat that's in my heart
Yeah, it's keeping me alive
(Keeps me alive)
I don't need anything to make me satisfied (You know)
'Cause the music fills me good and it gets me every time (Yeah)

And I don't like talking to strangers
So get the fuck off me I'm anxious
I'm tryna be cool but I may just go ape shit
Say ""fuck y'all"" to all of y'all faces
It changes though now that I'm famous
Everyone knows how this lifestyle is dangerous
But I love it, the rush is amazing
Celebrate nightly and everyone rages
I found how to cope with my anger
I'm swimming in money
Swimming in liquor, my liver is muddy
But it's all good I'm still sippin' this bubbly
This shit is lovely, this shit ain't random, I didn't get lucky
Made it right here 'cause I'm sick with it Cudi
They all take the money for granted
But don't want to work for it tell me now, isn't it funny? Nah

Oh, it's just me, myself and I
Solo ride until I die
'Cause I got me for life
(Got me for life, yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

I don't need anything to get me through the night
Except the beat that's in my heart
Yeah, it's keeping me alive
(Keeps me alive)
I don't need anything to make me satisfied (You know)
'Cause the music fills me good and it gets me every time

Like ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba (Yee!)
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
'Cause the music fills me good and it gets me, every time

Yeah, lonely nights I laid awake
Pray to lord, my soul to take
My heart's become too cold to break
Know I'm great but I'm broke as hell
Having dreams that I'm folding cake
All my life I've been told to wait
But I'mma get it now, yeah it's no debate
Yeah

Oh, it's just me, myself and I
Solo ride until I die
'Cause I got me for life
(Got me for life, yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

I don't need anything to get me through the night
Except the beat that's in my heart
Yeah, it's keeping me alive
(Keeps me alive)
I don't need anything to make me satisfied (You know)
'Cause the music fills me good and it gets me every time

Like ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
'Cause the music fills me good and it gets me every time"
1156,G-Eazy;Kehlani,Everything Will Be OK,-1
1157,G-Eazy;Dominique Le Jeune,Marilyn (feat. Dominique Le Jeune),"I, I, I, I, I want to love you
But if it's not right what can I do?
Everything will be all right
So baby get some sleep tonight

Uh, I wish we could just pretend to be
Like we always were before as happy as the Kennedy's
No one told Jackie about Marilyn's tendencies
Ignorance is bliss when you're married half a century
Life is too short, trying to hold it all together
It's gone before you know it but tonight could last forever
I wrote it out on paper but forgot to mail the letter
And you could walk away but you won't find nothing better
It's whatever, I just hope that you remember
Then I said some shit that upset her
Arguing in public, talking loud as big sweater
She said, ""You're always gone.""
I said, ""'The fuck do you expect from me?""
Then she look at me and she said to me

I, I, I, I, I want to love you
But if it's not right what can I do?
Everything's gonna be all right
So baby get some sleep tonight

Uh, maybe in some other lifetime
Or somewhere down the road we might meet up at the right time
Girls come with the profession when you write rhymes
Caught me and she told me I'm a pig like I fight crime
Well, maybe G is just an asshole
Fuck around with bitches alphalpha, little rascal
I swear my intentions aren't as evil as you think
But temptation's always pushing people to the brink
Fuck, I always lose my judgement when I drink
My only wish is you would settle down and hear me out
I know I haven't been completely honest and devout
It's difficult for me, these girls try to seek me out
I try to talk it out but this is all she speak about

I, I, I, I, I want to love you
But if it's not right what can I do?
Everything's gonna be all right
So baby get some sleep tonight

Uh, so if tonight turns out to be
The last night before you peaced then walked out on me
Lets let it all hang out like a balcony
One last time, the best is what you about to see
So make it worth it tonight, only so you know I never hurt you in spite
Love me like you never will again, it's our last time
Tonight forget about the pastime

Everything's gonna be all right
So baby get some sleep tonight"
1158,Logic,Nikki,"I can feel you in my lungs, feel you in my veins
Bloodstream only way to make it to my brain
I tried some others but man they just not as good as you
Going crazy 'cause I only feel this good with you
Maybe I'm not as strong as I once was
When we're together lately I don't even feel a buzz
I'm addicted to this shit like it was hard drugs
Nikki baby I love you but now I gotta go
Cause in the end what happens you already know
Probably wonder where I been at I been laying low
But in my mind I'm wondering what I'm paying for
All these other bitches on my dick but I can't fuck with that
You the only girl I need I gotta have you back
Even though you turn my lungs black
Tell me where you've been jack
Uh, I know this shorty that go by the name Mary
I used to fuck here way back when I didn't know a thing
Skipping school with all my homies on some truancy
But when I ended things with her it was just you and me
Doing me good, that's what I thought at first
Me and you together swear to god I saw that work
Away from you though man it's just so hard to work
Uh, my heart is hard at work
We been together like ten years, goddamn took me as young man
Everyday I wonder who I am, who will I be, where will I go
What will they write upon my grave
A free man born as a king, who died as a slave
But everything he gave her was for nothing though
Oh no I can't fade that shit I gotta let you go
You got me tripping like a flight to Vegas
All this shit you got me doing man it's outrageous
All I know is I'm living the life I never would
Finally let you go I thought I never could
Don't get me wrong can't forget the times shared
Seem like everywhere I go I always know you there
Tried to run but my legs won't
I look away but my head don't
I love it when you're fresh
I love it when I take your top off and we share the same breath
I hate it that I need you, Nikki
But I love it when I feed you Nikki
I hate that I bleed for you
Uh, I long and I need for you
But I love it when I taste you
Nothing can replace you
I wish I could erase you, you're everywhere I go
But you're everywhere I long to be
And all these other people that don't seem to understand
I'm just a man they always ask what's wrong with me
Man you're everything I crave
You're the only thing I let in that would put me in a grave
I'm a king, you're my Coretta
But lately I been feeling like a slave for the nicotine

Slave for the
Said I'm a slave for the nicotine
Been a slave for ya
I'm a mothafuckin slave for ya
Slave for the nicotine
Nikki, Nikki slave for ya
I'm a slave for ya Nikki
I'm a mothafuckin slave for ya

Thalia:
All handwriting on the album's artwork was done by Big Lenbo"
1159,Post Malone,I Fall Apart,"Ooh I fall apart
Ooh yeah...

She told me that I'm not enough, yeah
And she left me with a broken heart, yeah
She fooled me twice and it's all my fault, yeah
She cut too deep, now she left me scarred, yeah
Now there's too many thoughts goin' through my brain, yeah
And now I'm takin' these shots like it's novacane, yeah

Ooh, I fall apart
Down to my core
Ooh, I fall apart
Down to my core
Ooh, didn't know it before
Surprised when you caught me off guard
Hard as damn jewelry I bought
You was my shorty, I thought

Never caught a feelin' this hard
Harder than the liquor I pour
Tell me you don't want me no more
But I can't let go
Everybody told me so
Feelin' like I sold my soul
Devil in the form of a whore
Devil in the form of a whore
You said it
No you said it
No you said it
We'd be together

Ooh, I fall apart
Down to my core
Ooh, I fall apart
Down to my core
Ooh, didn't know it before
Surprised when you caught me off guard
Hard as damn jewelry I bought
You was my shorty, I thought

Ice keep pourin' and the drink keep flowin'
Try to brush it off but it keep on goin'
Covered in scars and I can't help showin'
Whippin' in the foreign and the tears keep blowin'
Ice keep droppin' and the drink keep flowin'
Try to brush it off but it keep on goin'
All these scars, can't help showin'
Whippin' in the foreign and the tears keep blowin', yeah

Ooh, I fall apart
Down to my core
Ooh, I fall apart
Down to my core
Ooh, didn't know it before
Surprised when you caught me off guard
Hard as damn jewelry I bought
You was my shorty, I thought"
1160,NF;Fleurie,Mansion,-1
1161,Eminem;Dido,Stan,"My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray, but your picture on my wall
It reminds me that it's not so bad, it's not so bad

My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray, but your picture on my wall
It reminds me that it's not so bad, it's not so bad

Dear Slim, I wrote but you still ain't callin'
I left my cell, my pager and my home phone at the bottom
I sent two letters back in autumn, you must not'a got 'em
There probably was a problem at the post office or somethin'

Sometimes I scribble addresses too sloppy when I jot 'em
But anyways; fuck it, what's been up? Man, how's your daughter?
My girlfriend's pregnant too, I'm 'bout to be a father
If I have a daughter, guess what I'mma call her? I'mma name her Bonnie

I read about your Uncle Ronnie, too, I'm sorry.
I had a friend kill himself over some bitch who didn't want him
I know you probably hear this everyday, but I'm your biggest fan
I even got the underground shit that you did with Skam

I got a room full of your posters and your pictures man
I like the shit you did with Rawkus too; that shit was phat!
Anyways, I hope you get this man, hit me back, just to chat
Truly yours, your biggest fan, this is Stan

My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray, but your picture on my wall
It reminds me that it's not so bad, it's not so bad

Dear Slim, you still ain't called or wrote, I hope you have a chance
I ain't mad, I just think it's fucked up you don't answer fans
If you didn't wanna talk to me outside your concert
You didn't have to, but you coulda signed an autograph for Matthew

That's my little brother man, he's only six years old
We waited in the blistering cold for you, four hours and you just said, ""No""
That's pretty shitty man, you're like his fuckin' idol
He wants to be just like you man, he likes you more than I do

I ain't that mad though, I just don't like bein' lied to
Remember when we met in Denver, you said if I'd write you
You would write back, see I'm just like you in a way
I never knew my father neither
He used to always cheat on my mom and beat her

I can relate to what you're saying in your songs
So when I have a shitty day, I drift away and put 'em on
'Cause I don't really got shit else so that shit helps when I'm depressed
I even got a tattoo of your name across the chest

Sometimes I even cut myself to see how much it bleeds
It's like adrenaline, the pain is such a sudden rush for me
See everything you say is real, and I respect you cause you tell it
My girlfriend's jealous 'cause I talk about you twenty-four/seven

But she don't know you like I know you Slim, no-one does
She don't know what it was like for people like us growin' up
You gotta call me man, I'll be the biggest fan you'll ever lose
Sincerely yours, Stan
P.S. We should be together, too

My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray, but your picture on my wall
It reminds me that it's not so bad, it's not so bad

Dear Mr. I'm-Too-Good-To-Call-Or-Write-My-Fans:
This'll be the last package I ever send your ass!
It's been six months and still no word, I don't deserve it?
I know you got my last two letters; I wrote the addresses on 'em perfect

So this is my cassette I'm sending you, I hope you hear it
I'm in the car right now, I'm doing 90 on the freeway
Hey Slim, I drank a fifth of vodka, you dare me to drive?
You know the song by Phil Collins, ""In the Air Tonight""?

About that guy who coulda saved that other guy from drowning?
But didn't, then Phil saw it all, then at a show he found him?
That's kinda how this is, you coulda rescued me from drowning
Now it's too late, I'm on a thousand downers now, I'm drowsy

And all I wanted was a lousy letter or a call
I hope you know I ripped all of your pictures off the wall
I love you Slim, we coulda been together, think about it
You ruined it now, I hope you can't sleep and you dream about it

And when you dream, I hope you can't sleep and you scream about it
I hope your conscience eats at you and you can't breathe without me
See Slim; shut up bitch! I'm tryin' to talk!
Hey Slim, that's my girlfriend screamin' in the trunk

But I didn't slit her throat, I just tied her up, see I ain't like you
'Cause if she suffocates, she'll suffer more and then she'll die too
Well, gotta go, I'm almost at the bridge now - Oh, shit! I forgot!
How am I supposed to send this shit out?

My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray, but your picture on my wall
It reminds me that it's not so bad, it's not so bad

Dear Stan, I meant to write you sooner but I just been busy
You said your girlfriend's pregnant now, how far along is she?
Look, I'm really flattered you would call your daughter that
And here's an autograph for your brother, I wrote it on the Starter cap

I'm sorry I didn't see you at the show, I musta missed you
Don't think I did that shit intentionally just to diss you
But what's this shit you said about you like to cut your wrists too?
I say that shit just clownin' dogg; c'mon, how fucked up is you?

You got some issues Stan, I think you need some counselling
To help your ass from bouncing off the walls when you get down some
And what's this shit about us meant to be together?
That type of shit'll make me not want us to meet each other!

I really think you and your girlfriend need each other
Or maybe you just need to treat her better
I hope you get to read this letter, I just hope it reaches you in time
Before you hurt yourself, I think that you'll be doin' just fine

If you relax a little, I'm glad I inspire you, but Stan
Why are you so mad? Try to understand, that I do want you as a fan
I just don't want you to do some crazy shit
I seen this one shit on the news a couple weeks ago that made me sick

Some dude was drunk and drove his car over a bridge
And had his girlfriend in the trunk and she was pregnant with his kid
And in the car they found a tape, but they didn't say who it was to
Come to think of it, his name was... it was you!
Damn..."
1162,Russ,Pull The Trigger,-1
1163,NF,Oh Lord,-1
1164,Jez Dior;Danny Sore,Bleach - Feat. Danny Sore,-1
1165,NF,Only One,-1
1166,Drake,Legend,"When I pull up on a nigga
Tell that nigga back back
I'm too good with these words
Watch a nigga backtrack
If I die, all I know is I'm a mother fuckin' legend
It's too late for my city
I'm the youngest nigga reppin

Oh my God, oh my God
If I die, I'm a legend
Oh my God, oh my God
If I die, I'm a legend

I'm up first, I'm on tour
Got a girl, she from the South
Used to work, used to dance in Texas
Now she clean the house
Everyday, I was strugglin' to learn what life's about
On my way, money taught me Spanish
Make it andale
Way up north, packed in Honda cars
They 'ont know who we are
Fuck 'em all, they only pussy niggas shootin at the star
Right or wrong, I'ma write my wrongs
They can't live this long
You don't know where you're gonna go
I got this shit mapped out strong

When I pull up on a nigga
Tell that nigga back back
I'm too good with these words
Watch a nigga backtrack
All I know, if I die I'm a mother fuckin' legend
It's too late for my city
I'm the youngest nigga reppin

Oh my God, oh my God
If I die, I'm a legend
Oh my God, oh my God
If I die, I'm a legend

I'm the one, one
Why do I feel like the only one?
Why do I feel like you owe me one?
6 G-O-D I'm the holy one
Yeah, you know wassup
They been off for a minute now
You know they all sentimental now
You know they all actin' different now
And I, I just can't pretend
Seen too much, it's so hard for me to let new people in
I can't change, this shit set in stone
They can't live this long
You don't know where you're gonna go
I got this shit mapped out strong

Oh my God, oh my God
If I die, I'm a legend
Oh my God, oh my God
If I die, I'm a legend"
1167,Lil Wayne,How To Love,"Cut the music up
A lil' louder
Yeah

You had a lot of crooks tryna steal your heart
Never really had luck, couldn't never figure out
How to love, how to love

You had a lot of moments that didn't last forever
Now you in the corner tryna put it together
How to love, how to love

For a second you were here, now you over there
It's hard not to stare, the way you moving your body
Like you never had a love, never had love

When you was just a young'un, your looks were so precious
But now your grown up, so fly it's like a blessing
But you can't have a man look at you for 5 seconds
Without you being insecure

You never credit yourself so when you got older
It's seems like you came back 10 times over
Now you're sitting here in this damn corner
Looking through all your thoughts and looking over your shoulder

See you had a lot of crooks tryna steal your heart
Never really had luck, couldn't never figure out
How to love, how to love

See you had a lot of moments that didn't last forever
Now you in this corner tryna put it together
How to love, how to love

For a second you were here, now you over there
It's hard not to stare, the way you moving your body
Like you never had a love, had a love

Ooh, you had a lot of dreams that transform to visions
The fact that you saw the world affected all your decisions
But it wasn't your fault, wasn't in your intentions
To be the one here talking to me, be the one listening

But I admire your poppin' bottles and dippin'
Just as much as you admire bartending and strippin'
Baby, so don't be mad, nobody else trippin'
You see a lot of crooks and the crooks still crook

You see you had a lot of crooks tryna steal your heart
Never really had luck, couldn't never figure out
How to love, how to love

See you had a lot of moments that didn't last forever
Now you in this corner tryna put it together
How to love, how to love

Ooh, see I just want you to know
That you deserve the best
You're beautiful
You're beautiful
Yeah
And I want you to know
You're far from the usual
Far from the usual

You see you had a lot of crooks tryna steal your heart
Never really had luck, couldn't never figure out
How to love, how to love

See you had a lot of moments that didn't last forever
Now you in this corner tryna put it together
How to love, how to love

See you had a lot of crooks tryna steal your heart
Never really had luck, couldn't never figure out
How to love, how to love

Yeah, see you had a lot of moments that didn't last forever
Now you in this corner tryna put it together
How to love, how to love"
1168,Eminem;Sia,Beautiful Pain,"I can feel the heat rising
Everything is on fire
Today's a painful reminder of why
We can only get brighter
The further you put it behind ya
And right now I'm on the inside
Lookin' out, cause

I'm standin' in the flames
It's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

I'm standin' in the flames
It's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

Yesterday was the tornado warning, today is like the morning after
Your world is torn in half, you wake and let's wait to start the morning process
Rebuilding and you're still a work in progress
Today is a whole new chapter, it's like an enormous ass
The thunderstorm has passed ya, your weather didn't poke his eyes out with the thorn bush that you
Used to smell the roses, stopped to inhale can't even tell your nose is stuffed
So focused on the brightside, then you floor the gas pedal, and hit the corner fast, the more asserted, never looking back, may hit the curb, but everyday is a new learning curve, as you, steer through life, sometimes you might not wanna swerve, but you have to, to avert a disaster, lucky, no permanent damage, 'cause they hurt you so bad, it's like they murdered your ass, and threw dirt on your casket, but you returned from the ashes, and that hurt that you have, you just converted to gasoline, and while you're burning the past, standing at inferno and chant

I'm standin' in the flames
It's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

I'm standin' in the flames
It's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

So familiarize what having to swallow this pill is like
It happens all the time, they take your heart and steal your life
And it's as though you feel you've died because you've been killed inside
But yet you're still alive which means you must survive
Although today you may weep because you're weak and
Everything seems so bleek and hopeless
The light that you're seeking, it begins to seep in
That's the only thing keeping you from leaping off the motherfreaking deep end
And I'm pulling for you to push through this feeling
And with a little time that should do the healing
And by tomorrow you may even feel so good that you're willing
To forgive them even after all that shit you been put through
This feeling of resilience is building and the flames are burning
Quick as fire would through this building, you're sealed in
But you're fireproof and flame retardant you withstood it
And as you climb up to the roof you're just chillin' and you look down
'Cause you're so over them you could put the heel of your foot through the ceiling

As time passes, things change everyday
But wounds, wounds heal
But scars still remaining the same
But tomorrow today's gone down in flames
Throw the match at the past up place

So feel the fire beneath your feet
As you barely even perspire from the heat
Exhale deep and breathe a sigh of relief
And as you say goodbye to the grief
It's like watching the walls melt in your prison cell
But you've extinguished this living hell
Still a little piece of you dies, you scream

I'm standin' in the flames
It's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

I'm standin' in the flames
It's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the lightt

Feel the burn, watch the smoke as I turn
Rising, a phoenix from the flames
Flame of love, we're going to fight the word, fight
Now it feels with these wings that I will fly

I'm standin' in the flames
It's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light

I'm standin' in the flames
It's a beautiful kind of pain
Settin' fire to yesterday
Find the light, find the light, find the light"
1169,Eminem,Space Bound,"We touch, I feel a rush, we clutch it isn't much
But it's enough to make me wonder what's in store for us
It's lust, it's torturous, you must be a sorceress
'Cause you just did the impossible, gained my trust

Don't play games it'll be dangerous, if you fuck me over
'Cause if I get burnt, I'ma show ya what it's like to hurt
'Cause I've been treated like dirt before ya
And love is evil, spell it backwards I'll show ya

Nobody knows me I'm cold, walk down this road all alone
It's no one's fault but my own, it's the path I've chosen to go
Frozen as snow, I show no emotion whatsoever, so
Don't ask me why I have no love for these mo'fuckin' hoes

Blood sucking succubuses, what the fuck is up with this
I've tried in this department, but I ain't had no luck with this
It sucks, but it's exactly what I thought it would be
Like trying to start over

I got a hole in my heart, like some kind of emotional roller coaster
Something I won't go on, so you toy with my emotions ho it's over
It's like an explosion every time I hold ya, wasn't joking when I told ya
You take my breath away, you're a supernova and I'm a

I'm a space-bound rocket ship and your heart's the moon
And I'm aiming right at you, right at you
250,000 miles on a clear night in June
And I'm aiming right at you, right at you, right at you

I'll do whatever it takes, when I'm with you I get the shakes
My body aches when I ain't, with you I have zero strength
There's no limit on how far I would go, no boundaries, no lengths
Why do we say that until we get that person that we think's

Gonna be that one and then once we get 'em, it's never the same
You want 'em when they don't want you, soon as they do feelings change
It's not a contest and I ain't on no conquest for no mate
I wasn't looking when I stumbled on to you, must have been fate

But so much is at stake, what the fuck does it take
Let's cut to the chase, 'fore the door shuts in your face
Promise me, if I cave in and break and leave myself open
That I won't be making a mistake, 'cause I'm a

I'm a space-bound rocket ship and your heart's the moon
And I'm aiming right at you, right at you
250,000 miles on a clear night in June
And I'm aiming right at you, right at you, right at you

So after a year and six months, it's no longer me that you want
But I love you so much it hurts, never mistreated you once
I poured my heart out to you, let down my guard, swear to God
I'll blow my brains in your lap, lay here and die in your arms

Drop to my knees and I'm pleading, I'm trying to stop you from leaving
You won't even listen so fuck it, I'm trying to stop you from breathing
I put both hands on your throat, I sit on top of you squeezing
Till I snap your neck like a Popsicle stick

Ain't no possible reason I could think of
To let you walk up out this house and let you live
Tears streamed down both of my cheeks, then I let you go and just give
And 'fore I put that gun to my temple, I told you this

And I would've did anything for you
To show you how much I adored you
But it's over now, it's too late to save our love
Just promise me you'll think of me
Every time you look up in the sky and see a star, 'cause I'm a

I'm a space-bound rocket ship and your heart's the moon
And I'm aiming right at you, right at you
250,000 miles on a clear night in June
And I'm so lost without you, without you, without you"
1170,Eminem,When I'm Gone,"Yeah
It's my life
My own words I guess

Have you ever loved someone so much, you'd give an arm for?
Not the expression, no, literally give an arm for
When they know they're your heart
And you know you were their armor

And you will destroy anyone who would try to harm 'em
But what happens when karma turns right around and bites you
And everything you stand for turns on you to spite you?
What happens when you become the main source of a pain?
""Daddy, look what I made."", dad's gotta go catch a plane

""Daddy, where's mommy? I can't find mommy, where is she?""
I don't know go play Hailie, baby, your daddy's busy
Daddy's writing this song, this song ain't gonna write itself
I'll give you one underdog then you gotta swing by yourself

Then turn right around in that song and tell her you love her
And put hands on her mother, who's a spitting image of her
That's Slim Shady, yeah baby, Slim Shady's crazy
Shady made me, but tonight Shady's rock-a-bye baby

And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back
And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back

I keep having this dream, I'm pushin' Hailie on the swing
She keeps screaming, she don't want me to sing
""You're making mommy cry, why? Why is mommy crying?""
Baby, daddy ain't leaving no more, ""Daddy you're lying,
You always say that, you always say this is the last time.
But you ain't leaving no more, daddy you're mine.""

She's pilling boxes in front of the door trying to block it
""Daddy please, daddy don't leave, daddy - no stop it!""
Goes in her pocket, pulls out a tiny necklace locket
It's got a picture, ""This'll keep you safe daddy, take it with ya.""

I look up, it's just me standing in the mirror
These fuckin' walls must be talking, 'cause man I can hear 'em
They're saying ""You've got one more chance to do right,"" and it's tonight
Now go out there and show that you love 'em before it's too late
And just as I go to walk out of my bedroom door
It turns to a stage, they're gone, and this spotlight is on
And I'm singing

And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back
And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back

60,000 people, all jumping out their seat
The curtain closes, they're throwing roses at my feet
I take a bow and thank you all for coming out
They're screaming so loud, I take one last look at the crowd

I glance down, I don't believe what I'm seeing
""Daddy it's me, help mommy, her wrists are bleeding,""
But baby we're in Sweden, how did you get to Sweden?
""I followed you daddy, you told me that you weren't leavin'

""You lied to me Dad, and now you make mommy sad
And I bought you this coin, it says 'Number One Dad'.
That's all I wanted, I just want to give you this coin.
I get the point - fine, me and mommy are gone.""

But baby wait, ""It's too late dad, you made the choice.
Now go up there and show 'em that you love 'em more than us.""
That's what they want, they want you Marshall, they keep screamin' your name
It's no wonder you can't go to sleep, just take another pill
Yeah, I bet you you will. You rap about it, yeah, word, k-keep it real

I hear applause, all this time I couldn't see
How could it be, that the curtain is closing on me
I turn around, find a gun on the ground, cock it
Put it to my brain and scream ""Die Shady!"" and pop it

The sky darkens, my life flashes, the plane that I was supposed to be on crashes and burns to ashes
That's when I wake up, alarm clock's ringin', there's birds singin'
It's Spring and Hailie's outside swinging, I walk right up to Kim and kiss her
Tell her I miss her, Hailie just smiles and winks at her little sister
Almost as if to say

And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back
And when I'm gone, just carry on, don't mourn
Rejoice every time you hear the sound of my voice
Just know that I'm looking down on you smiling
And I didn't feel a thing, so baby don't feel no pain
Just smile back"
1171,Big Sean;Kanye West;John Legend,One Man Can Change The World,"They used to tell me
I hope you learn to make it on your own
And if you love yourself just know you'll never be alone
I hope that you get everything you want and that you chose
I hope that it's the realest thing that you ever know
Hope you get the pretty girls, that's pretty at everything
Million dollar cribs havin' million dollar dreams
And when you get it all just remember one thing
Remember one thing
That one man could change the world
That one man could change the world

Hol' up, all I wanted was a hundred million dollars and a bad chick
Imagine this so much some nights it felt like that I had it
Back on the mattress
Starin' at the ceilin' tryna to connect the dots
But its hard makin' those attachments
I'm talkin' dreamin' so hard, some nights it felt like draft day
You know my step brother used to flip them bags outside the crib like it was trash day, no Kim K, but he bagged yay (Ye)
But when you're getting fast money, slow down, don't crash
With all the drive in the world, swear you still need gas
Look, think about it, close your eyes, dream about it
Tell your team about it, go make million dollar schemes about it
Success is on the way, I feel it in the distance
Used to look up at the stars and be like ain't too much that's different
I be shinin', they be shinin', get your one shot don't you miss it
What you know bout' wakin' up everyday like you on a mission?

They used to tell me
I hope you learn to make it on your own
And if you love yourself just know you'll never be alone
I hope that you get everything you want and that you chose
I hope that it's the realest thing that you ever know
Hope you get the pretty girls, that's pretty at everything
Million dollar cribs havin' million dollar dreams
And when you get it all just remember one thing
Remember one thing
That one man could change the world
That one man could change the world

My grandma told me if you write your name in stone you'll never get the white out
I grinded out that black hole then performed up at the white house
Standin' next to Jim Carrey, we traded stories then laughed
I said you not the only one I know got rich wearin' masks
Where I'm from I swear they broke, they need way more than the cast
We need more than what you have
And then we need more than that
But how am I supposed to say I'm tired
If that girl from West Virginia came up in conditions that I couldn't survive
Went to war, came back alive
On top of that became a female black captain
When being black you had to extra extra try
Way before James Brown made us proud
She bought a crib on the same street as Marvin Gaye
Right there on Outer Drive, and she taught me how to drive
And she raised the kids, then the kids' kids, and she did it right
Taught me how to love, taught me not to cry
When I die, I hope you teach me how to fly
All my life you've been that angel in disguise saying

They used to tell me
I hope you learn to make it on your own
And if you love yourself just know you'll never be alone
I hope that you get everything you want and that you chose
I hope that it's the realest thing that you ever know
Hope you get the pretty girls, that's pretty at everything
Million dollar cribs havin' million dollar dreams
And when you get it all just remember one thing
Remember one thing
That one man could change the world
That one man could change the world

Thank you for callin' me, been thinkin' about me
It's all good I love you grandma
Bye"
